,carat,color,cut,clarity,price
122296,1.04,D,Ideal,SI1,7236
122297,1.04,D,Ideal,SI1,7010
122298,1.04,D,Ideal,SI1,7749
122299,1.04,D,Ideal,SI1,8375
122300,1.04,D,Ideal,SI1,6670
122301,1.04,D,Ideal,SI1,5846
122302,1.04,E,Ideal,SI1,7398
122303,1.04,E,Ideal,SI1,5298
122304,1.04,E,Ideal,SI1,5711
122305,1.04,E,Ideal,SI1,6782
122306,1.04,E,Ideal,SI1,6802
122307,1.04,E,Ideal,SI1,5656
122308,1.04,E,Ideal,SI1,6988
122309,1.04,E,Ideal,SI1,5401
122310,1.04,E,Ideal,SI1,5622
122311,1.04,E,Ideal,SI1,5427
122312,1.04,E,Good,SI1,5274
122313,1.04,F,Ideal,SI1,6600
122314,1.04,F,Ideal,SI1,6692
122315,1.04,F,Ideal,SI1,6600
122316,1.04,F,Ideal,SI1,6095
122317,1.04,F,Ideal,SI1,7165
122318,1.04,F,Ideal,SI1,6202
122319,1.04,F,Ideal,SI1,6068
122320,1.04,F,Ideal,SI1,5979
122321,1.04,F,Ideal,SI1,6633
122322,1.04,F,Ideal,SI1,6202
122323,1.04,F,Ideal,SI1,6457
122324,1.04,F,Ideal,SI1,6678
122325,1.04,F,Ideal,SI1,5027
122326,1.04,F,Ideal,SI1,5371
122327,1.04,F,Good,SI1,6524
122328,1.04,G,Ideal,SI1,6447
122329,1.04,G,Ideal,SI1,5217
122330,1.04,G,Ideal,SI1,6447
122331,1.04,G,Ideal,SI1,5800
122332,1.04,G,Ideal,SI1,5618
122333,1.04,G,Ideal,SI1,5528
122334,1.04,G,Ideal,SI1,5709
122335,1.04,G,Ideal,SI1,5547
122336,1.04,G,Ideal,SI1,5950
122337,1.04,G,Ideal,SI1,6394
122338,1.04,G,Ideal,SI1,5065
122339,1.04,G,Ideal,SI1,5950
122340,1.04,G,Ideal,SI1,6442
122341,1.04,G,Very Good,SI1,5123
122342,1.04,G,Very Good,SI1,6251
122343,1.04,G,Very Good,SI1,6315
122344,1.04,G,Very Good,SI1,6469
122345,1.04,H,Ideal,SI1,5335
122346,1.04,H,Ideal,SI1,6691
122347,1.04,H,Ideal,SI1,6927
122348,1.04,H,Ideal,SI1,4921
122349,1.04,H,Ideal,SI1,6493
122350,1.04,H,Ideal,SI1,5579
122351,1.04,H,Ideal,SI1,5317
122352,1.04,H,Ideal,SI1,5313
122353,1.04,H,Ideal,SI1,5952
122354,1.04,H,Ideal,SI1,5769
122355,1.04,H,Ideal,SI1,6004
122356,1.04,H,Ideal,SI1,5793
122357,1.04,H,Ideal,SI1,4799
122358,1.04,H,Ideal,SI1,5712
122359,1.04,H,Ideal,SI1,5167
122360,1.04,H,Ideal,SI1,6079
122361,1.04,H,Ideal,SI1,5437
122362,1.04,H,Ideal,SI1,6040
122363,1.04,H,Ideal,SI1,5475
122364,1.04,H,Ideal,SI1,5779
122365,1.04,H,Ideal,SI1,5912
122366,1.04,H,Ideal,SI1,5118
122367,1.04,H,Very Good,SI1,5424
122368,1.04,I,Ideal,SI1,6074
122369,1.04,I,Ideal,SI1,5151
122370,1.04,I,Ideal,SI1,5892
122371,1.04,I,Ideal,SI1,4961
122372,1.04,I,Ideal,SI1,4567
122373,1.04,I,Ideal,SI1,4844
122374,1.04,I,Ideal,SI1,4927
122375,1.04,I,Ideal,SI1,7399
122376,1.04,I,Ideal,SI1,5809
122377,1.04,I,Ideal,SI1,5229
122378,1.04,I,Ideal,SI1,5258
122379,1.04,I,Ideal,SI1,5306
122380,1.04,I,Very Good,SI1,4578
122381,1.04,I,Very Good,SI1,5082
122382,1.04,I,Very Good,SI1,3410
122383,1.04,J,Ideal,SI1,5038
122384,1.04,J,Ideal,SI1,4973
122385,1.04,J,Ideal,SI1,4765
122386,1.04,J,Ideal,SI1,4688
122387,1.04,J,Very Good,SI1,3937
122388,1.04,K,Ideal,SI1,4131
122389,1.04,K,Ideal,SI1,3563
122390,1.04,K,Ideal,SI1,3909
122391,1.04,K,Very Good,SI1,3488
122392,1.04,K,Very Good,SI1,3362
122393,1.04,K,Very Good,SI1,3442
122394,1.04,D,Ideal,SI2,6432
122395,1.04,D,Ideal,SI2,5114
122396,1.04,D,Ideal,SI2,4666
122397,1.04,D,Ideal,SI2,5797
122398,1.04,D,Ideal,SI2,5014
122399,1.04,D,Very Good,SI2,3772
122400,1.04,E,Ideal,SI2,6108
122401,1.04,E,Ideal,SI2,4690
122402,1.04,E,Ideal,SI2,5152
122403,1.04,E,Very Good,SI2,5415
122404,1.04,E,Very Good,SI2,4015
122405,1.04,F,Ideal,SI2,4549
122406,1.04,F,Very Good,SI2,4350
122407,1.04,F,Very Good,SI2,5865
122408,1.04,F,Very Good,SI2,4073
122409,1.04,G,Good,SI2,3838
122410,1.04,G,Ideal,SI2,5018
122411,1.04,G,Ideal,SI2,5307
122412,1.04,G,Ideal,SI2,5209
122413,1.04,G,Ideal,SI2,4614
122414,1.04,G,Ideal,SI2,4448
122415,1.04,G,Ideal,SI2,4589
122416,1.04,G,Ideal,SI2,4483
122417,1.04,G,Ideal,SI2,4744
122418,1.04,G,Very Good,SI2,4767
122419,1.04,G,Very Good,SI2,3838
122420,1.04,G,Very Good,SI2,3744
122421,1.04,H,Ideal,SI2,5480
122422,1.04,H,Ideal,SI2,4878
122423,1.04,H,Ideal,SI2,4332
122424,1.04,H,Ideal,SI2,4383
122425,1.04,H,Ideal,SI2,4241
122426,1.04,H,Ideal,SI2,4594
122427,1.04,H,Ideal,SI2,4641
122428,1.04,H,Ideal,SI2,4849
122429,1.04,H,Ideal,SI2,4384
122430,1.04,H,Very Good,SI2,4278
122431,1.04,H,Very Good,SI2,4443
122432,1.04,I,Ideal,SI2,4762
122433,1.04,I,Ideal,SI2,4169
122434,1.04,I,Ideal,SI2,4272
122435,1.04,I,Ideal,SI2,4996
122436,1.04,I,Very Good,SI2,4086
122437,1.04,J,Good,SI2,3058
122438,1.04,J,Ideal,SI2,3653
122439,1.04,J,Ideal,SI2,3356
122440,1.04,J,Ideal,SI2,3593
122441,1.04,J,Ideal,SI2,4050
122442,1.04,J,Ideal,SI2,4366
122443,1.04,K,Ideal,SI2,3230
122444,1.04,D,Astor Ideal,VS1,10793
122445,1.04,D,Ideal,VS1,7293
122446,1.04,D,Ideal,VS1,9341
122447,1.04,D,Ideal,VS1,7348
122448,1.04,D,Ideal,VS1,7495
122449,1.04,D,Ideal,VS1,7188
122450,1.04,D,Ideal,VS1,7348
122451,1.04,D,Ideal,VS1,7262
122452,1.04,D,Ideal,VS1,9411
122453,1.04,D,Ideal,VS1,8943
122454,1.04,D,Ideal,VS1,8973
122455,1.04,D,Very Good,VS1,6252
122456,1.04,E,Ideal,VS1,8744
122457,1.04,E,Ideal,VS1,6394
122458,1.04,E,Ideal,VS1,6394
122459,1.04,E,Ideal,VS1,9517
122460,1.04,E,Ideal,VS1,8681
122461,1.04,E,Ideal,VS1,6781
122462,1.04,E,Ideal,VS1,6905
122463,1.04,E,Ideal,VS1,7547
122464,1.04,E,Ideal,VS1,7834
122465,1.04,E,Ideal,VS1,7496
122466,1.04,E,Ideal,VS1,8452
122467,1.04,F,Ideal,VS1,8548
122468,1.04,F,Ideal,VS1,7936
122469,1.04,F,Ideal,VS1,7306
122470,1.04,F,Ideal,VS1,8548
122471,1.04,F,Ideal,VS1,6458
122472,1.04,F,Ideal,VS1,8007
122473,1.04,F,Ideal,VS1,8259
122474,1.04,F,Ideal,VS1,8368
122475,1.04,F,Ideal,VS1,9391
122476,1.04,F,Ideal,VS1,7960
122477,1.04,F,Ideal,VS1,7369
122478,1.04,F,Ideal,VS1,8669
122479,1.04,F,Ideal,VS1,8669
122480,1.04,F,Ideal,VS1,7369
122481,1.04,F,Ideal,VS1,8269
122482,1.04,G,Good,VS1,5693
122483,1.04,G,Ideal,VS1,6469
122484,1.04,G,Ideal,VS1,6355
122485,1.04,G,Ideal,VS1,7218
122486,1.04,G,Ideal,VS1,7325
122487,1.04,G,Ideal,VS1,7593
122488,1.04,G,Ideal,VS1,7212
122489,1.04,G,Ideal,VS1,6355
122490,1.04,G,Ideal,VS1,6469
122491,1.04,G,Ideal,VS1,7650
122492,1.04,G,Ideal,VS1,8038
122493,1.04,G,Ideal,VS1,7165
122494,1.04,G,Ideal,VS1,7593
122495,1.04,G,Ideal,VS1,6179
122496,1.04,G,Ideal,VS1,7486
122497,1.04,G,Ideal,VS1,7486
122498,1.04,G,Ideal,VS1,6999
122499,1.04,G,Ideal,VS1,7094
122500,1.04,G,Ideal,VS1,7913
122501,1.04,G,Ideal,VS1,8038
122502,1.04,G,Ideal,VS1,7806
122503,1.04,G,Ideal,VS1,7451
122504,1.04,G,Ideal,VS1,7105
122505,1.04,H,Ideal,VS1,7129
122506,1.04,H,Ideal,VS1,6559
122507,1.04,H,Ideal,VS1,6368
122508,1.04,H,Ideal,VS1,7224
122509,1.04,H,Ideal,VS1,6681
122510,1.04,H,Ideal,VS1,6365
122511,1.04,H,Ideal,VS1,7414
122512,1.04,H,Ideal,VS1,6390
122513,1.04,H,Ideal,VS1,5899
122514,1.04,H,Ideal,VS1,6614
122515,1.04,H,Ideal,VS1,6390
122516,1.04,H,Ideal,VS1,6658
122517,1.04,H,Ideal,VS1,6559
122518,1.04,H,Ideal,VS1,6749
122519,1.04,H,Ideal,VS1,5952
122520,1.04,H,Ideal,VS1,6321
122521,1.04,H,Ideal,VS1,6321
122522,1.04,H,Ideal,VS1,6321
122523,1.04,H,Ideal,VS1,7034
122524,1.04,H,Ideal,VS1,6939
122525,1.04,H,Ideal,VS1,6749
122526,1.04,H,Very Good,VS1,6866
122527,1.04,I,Ideal,VS1,6219
122528,1.04,I,Ideal,VS1,5721
122529,1.04,I,Ideal,VS1,5680
122530,1.04,I,Ideal,VS1,5187
122531,1.04,I,Ideal,VS1,5965
122532,1.04,I,Very Good,VS1,5251
122533,1.04,J,Astor Ideal,VS1,5841
122534,1.04,J,Ideal,VS1,4574
122535,1.04,J,Ideal,VS1,4689
122536,1.04,J,Ideal,VS1,4081
122537,1.04,J,Ideal,VS1,5040
122538,1.04,J,Ideal,VS1,4903
122539,1.04,J,Ideal,VS1,4483
122540,1.04,J,Ideal,VS1,5308
122541,1.04,J,Ideal,VS1,4717
122542,1.04,K,Ideal,VS1,4222
122543,1.04,K,Ideal,VS1,4334
122544,1.04,D,Ideal,VS2,8589
122545,1.04,D,Ideal,VS2,8242
122546,1.04,D,Ideal,VS2,7893
122547,1.04,D,Ideal,VS2,6066
122548,1.04,D,Ideal,VS2,8614
122549,1.04,D,Ideal,VS2,12531
122550,1.04,D,Ideal,VS2,8242
122551,1.04,D,Ideal,VS2,9420
122552,1.04,D,Ideal,VS2,7262
122553,1.04,D,Ideal,VS2,8614
122554,1.04,D,Ideal,VS2,6281
122555,1.04,D,Ideal,VS2,8234
122556,1.04,D,Ideal,VS2,8924
122557,1.04,D,Ideal,VS2,8552
122558,1.04,D,Very Good,VS2,6173
122559,1.04,D,Very Good,VS2,6434
122560,1.04,E,Ideal,VS2,6580
122561,1.04,E,Ideal,VS2,7504
122562,1.04,E,Ideal,VS2,8440
122563,1.04,E,Ideal,VS2,8499
122564,1.04,E,Ideal,VS2,7522
122565,1.04,E,Ideal,VS2,7733
122566,1.04,E,Ideal,VS2,6904
122567,1.04,E,Ideal,VS2,8046
122568,1.04,E,Ideal,VS2,8020
122569,1.04,E,Ideal,VS2,7676
122570,1.04,F,Ideal,VS2,8499
122571,1.04,F,Ideal,VS2,5698
122572,1.04,F,Ideal,VS2,7195
122573,1.04,F,Ideal,VS2,6204
122574,1.04,F,Ideal,VS2,6874
122575,1.04,F,Ideal,VS2,7566
122576,1.04,F,Ideal,VS2,7357
122577,1.04,F,Ideal,VS2,7465
122578,1.04,F,Ideal,VS2,7518
122579,1.04,F,Ideal,VS2,7733
122580,1.04,F,Ideal,VS2,7465
122581,1.04,F,Ideal,VS2,7465
122582,1.04,F,Ideal,VS2,7141
122583,1.04,F,Ideal,VS2,7841
122584,1.04,F,Ideal,VS2,7968
122585,1.04,F,Ideal,VS2,6349
122586,1.04,G,Astor Ideal,VS2,8632
122587,1.04,G,Ideal,VS2,5804
122588,1.04,G,Ideal,VS2,6508
122589,1.04,G,Ideal,VS2,6903
122590,1.04,G,Ideal,VS2,6547
122591,1.04,G,Ideal,VS2,6507
122592,1.04,G,Ideal,VS2,6535
122593,1.04,G,Ideal,VS2,6657
122594,1.04,G,Ideal,VS2,6854
122595,1.04,G,Ideal,VS2,6524
122596,1.04,G,Ideal,VS2,7002
122597,1.04,G,Ideal,VS2,7538
122598,1.04,G,Ideal,VS2,7199
122599,1.04,G,Ideal,VS2,6535
122600,1.04,G,Ideal,VS2,7101
122601,1.04,G,Ideal,VS2,6805
122602,1.04,G,Ideal,VS2,6535
122603,1.04,G,Ideal,VS2,6026
122604,1.04,G,Ideal,VS2,6903
122605,1.04,G,Ideal,VS2,6908
122606,1.04,G,Ideal,VS2,6598
122607,1.04,G,Ideal,VS2,7495
122608,1.04,G,Ideal,VS2,7002
122609,1.04,G,Ideal,VS2,7002
122610,1.04,G,Ideal,VS2,6685
122611,1.04,G,Ideal,VS2,7199
122612,1.04,G,Ideal,VS2,6903
122613,1.04,H,Ideal,VS2,6773
122614,1.04,H,Ideal,VS2,6229
122615,1.04,H,Ideal,VS2,6325
122616,1.04,H,Ideal,VS2,7225
122617,1.04,H,Ideal,VS2,5798
122618,1.04,H,Ideal,VS2,6321
122619,1.04,H,Ideal,VS2,5558
122620,1.04,H,Ideal,VS2,6302
122621,1.04,H,Ideal,VS2,5931
122622,1.04,H,Ideal,VS2,6321
122623,1.04,H,Ideal,VS2,6329
122624,1.04,H,Ideal,VS2,6329
122625,1.04,H,Ideal,VS2,6329
122626,1.04,H,Ideal,VS2,5620
122627,1.04,H,Ideal,VS2,6412
122628,1.04,H,Ideal,VS2,6421
122629,1.04,H,Ideal,VS2,6038
122630,1.04,H,Ideal,VS2,6243
122631,1.04,H,Ideal,VS2,6085
122632,1.04,H,Ideal,VS2,6242
122633,1.04,H,Ideal,VS2,6773
122634,1.04,H,Ideal,VS2,6426
122635,1.04,H,Ideal,VS2,6412
122636,1.04,H,Very Good,VS2,6396
122637,1.04,I,Very Good,VS2,6139
122638,1.04,I,Ideal,VS2,4927
122639,1.04,I,Ideal,VS2,5473
122640,1.04,I,Ideal,VS2,5678
122641,1.04,I,Ideal,VS2,5915
122642,1.04,I,Ideal,VS2,5994
122643,1.04,I,Ideal,VS2,5756
122644,1.04,I,Ideal,VS2,5356
122645,1.04,I,Ideal,VS2,5692
122646,1.04,I,Ideal,VS2,6036
122647,1.04,I,Very Good,VS2,4954
122648,1.04,I,Ideal,VS2,6438
122649,1.04,J,Astor Ideal,VS2,5799
122650,1.04,J,Ideal,VS2,4383
122651,1.04,J,Ideal,VS2,4060
122652,1.04,K,Ideal,VS2,4062
122653,1.04,K,Ideal,VS2,3656
122654,1.04,D,Astor Ideal,VVS1,13744
122655,1.04,D,Ideal,VVS1,15897
122656,1.04,D,Ideal,VVS1,8523
122657,1.04,D,Ideal,VVS1,12301
122658,1.04,D,Ideal,VVS1,12208
122659,1.04,D,Ideal,VVS1,12578
122660,1.04,D,Ideal,VVS1,12116
122661,1.04,D,Ideal,VVS1,11151
122662,1.04,D,Ideal,VVS1,12948
122663,1.04,D,Ideal,VVS1,10911
122664,1.04,D,Ideal,VVS1,10086
122665,1.04,D,Ideal,VVS1,10039
122666,1.04,D,Ideal,VVS1,10039
122667,1.04,D,Ideal,VVS1,11198
122668,1.04,E,Ideal,VVS1,10757
122669,1.04,E,Ideal,VVS1,11194
122670,1.04,E,Ideal,VVS1,10794
122671,1.04,E,Ideal,VVS1,10714
122672,1.04,E,Ideal,VVS1,11514
122673,1.04,E,Ideal,VVS1,7944
122674,1.04,E,Ideal,VVS1,9845
122675,1.04,F,Ideal,VVS1,7410
122676,1.04,F,Ideal,VVS1,9561
122677,1.04,F,Ideal,VVS1,9637
122678,1.04,F,Ideal,VVS1,9915
122679,1.04,F,Ideal,VVS1,8277
122680,1.04,F,Ideal,VVS1,8432
122681,1.04,F,Ideal,VVS1,9490
122682,1.04,F,Ideal,VVS1,9632
122683,1.04,F,Ideal,VVS1,10199
122684,1.04,F,Ideal,VVS1,10199
122685,1.04,G,Ideal,VVS1,7053
122686,1.04,G,Ideal,VVS1,8910
122687,1.04,G,Ideal,VVS1,7973
122688,1.04,G,Ideal,VVS1,8069
122689,1.04,G,Ideal,VVS1,6928
122690,1.04,G,Ideal,VVS1,6550
122691,1.04,G,Ideal,VVS1,7973
122692,1.04,G,Ideal,VVS1,8191
122693,1.04,G,Ideal,VVS1,7991
122694,1.04,G,Ideal,VVS1,7911
122695,1.04,G,Ideal,VVS1,8091
122696,1.04,G,Ideal,VVS1,8308
122697,1.04,G,Ideal,VVS1,7515
122698,1.04,G,Ideal,VVS1,8007
122699,1.04,G,Ideal,VVS1,8428
122700,1.04,G,Ideal,VVS1,8428
122701,1.04,G,Ideal,VVS1,8428
122702,1.04,G,Ideal,VVS1,8548
122703,1.04,G,Very Good,VVS1,6987
122704,1.04,H,Ideal,VVS1,6594
122705,1.04,H,Ideal,VVS1,6511
122706,1.04,H,Ideal,VVS1,6847
122707,1.04,H,Ideal,VVS1,6759
122708,1.04,H,Ideal,VVS1,7873
122709,1.04,H,Ideal,VVS1,7304
122710,1.04,I,Astor Ideal,VVS1,7300
122711,1.04,I,Ideal,VVS1,5994
122712,1.04,I,Ideal,VVS1,5994
122713,1.04,I,Ideal,VVS1,5996
122714,1.04,I,Ideal,VVS1,6437
122715,1.04,I,Ideal,VVS1,5698
122716,1.04,I,Ideal,VVS1,6530
122717,1.04,I,Ideal,VVS1,5819
122718,1.04,I,Ideal,VVS1,6123
122719,1.04,I,Ideal,VVS1,6348
122720,1.04,J,Astor Ideal,VVS1,6585
122721,1.04,J,Ideal,VVS1,5434
122722,1.04,J,Ideal,VVS1,5603
122723,1.04,J,Ideal,VVS1,5453
122724,1.04,J,Ideal,VVS1,5453
122725,1.04,J,Ideal,VVS1,5144
122726,1.04,J,Ideal,VVS1,5082
122727,1.04,J,Ideal,VVS1,5161
122728,1.04,J,Very Good,VVS1,5064
122729,1.04,K,Very Good,VVS1,4860
122730,1.04,D,Ideal,VVS2,12910
122731,1.04,D,Ideal,VVS2,11686
122732,1.04,D,Ideal,VVS2,12010
122733,1.04,D,Ideal,VVS2,10631
122734,1.04,D,Ideal,VVS2,10905
122735,1.04,D,Ideal,VVS2,10387
122736,1.04,D,Ideal,VVS2,8434
122737,1.04,D,Ideal,VVS2,10387
122738,1.04,E,Ideal,VVS2,9253
122739,1.04,E,Ideal,VVS2,10332
122740,1.04,E,Ideal,VVS2,9944
122741,1.04,E,Ideal,VVS2,9529
122742,1.04,E,Very Good,VVS2,8678
122743,1.04,F,Astor Ideal,VVS2,10754
122744,1.04,F,Ideal,VVS2,7063
122745,1.04,F,Ideal,VVS2,8538
122746,1.04,F,Ideal,VVS2,7730
122747,1.04,F,Ideal,VVS2,8641
122748,1.04,F,Ideal,VVS2,8652
122749,1.04,F,Ideal,VVS2,7400
122750,1.04,F,Ideal,VVS2,9346
122751,1.04,F,Ideal,VVS2,9021
122752,1.04,F,Ideal,VVS2,13679
122753,1.04,G,Astor Ideal,VVS2,9623
122754,1.04,G,Ideal,VVS2,6543
122755,1.04,G,Ideal,VVS2,7676
122756,1.04,G,Ideal,VVS2,8038
122757,1.04,G,Ideal,VVS2,8932
122758,1.04,G,Ideal,VVS2,6835
122759,1.04,G,Ideal,VVS2,7506
122760,1.04,G,Ideal,VVS2,6543
122761,1.04,G,Ideal,VVS2,8262
122762,1.04,G,Ideal,VVS2,7411
122763,1.04,G,Ideal,VVS2,7676
122764,1.04,G,Ideal,VVS2,6951
122765,1.04,G,Ideal,VVS2,7616
122766,1.04,G,Ideal,VVS2,7619
122767,1.04,G,Ideal,VVS2,8038
122768,1.04,G,Ideal,VVS2,7927
122769,1.04,H,Astor Ideal,VVS2,7987
122770,1.04,H,Ideal,VVS2,6463
122771,1.04,H,Ideal,VVS2,6217
122772,1.04,H,Ideal,VVS2,6926
122773,1.04,H,Ideal,VVS2,6918
122774,1.04,H,Ideal,VVS2,6376
122775,1.04,H,Ideal,VVS2,6820
122776,1.04,H,Ideal,VVS2,6369
122777,1.04,H,Ideal,VVS2,6357
122778,1.04,H,Ideal,VVS2,6017
122779,1.04,H,Ideal,VVS2,6820
122780,1.04,I,Ideal,VVS2,6543
122781,1.04,I,Ideal,VVS2,6543
122782,1.04,I,Ideal,VVS2,5826
122783,1.04,I,Ideal,VVS2,6629
122784,1.04,I,Ideal,VVS2,5938
122785,1.04,I,Ideal,VVS2,5890
122786,1.04,J,Ideal,VVS2,5320
122787,1.04,J,Ideal,VVS2,5327
122788,1.04,J,Very Good,VVS2,4767
122789,1.04,K,Ideal,VVS2,4634
122790,1.04,K,Ideal,VVS2,3915
122791,1.04,K,Ideal,VVS2,4404
122792,1.05,D,Ideal,FL,14128
122793,1.05,D,Ideal,IF,13910
122794,1.05,D,Ideal,IF,13782
122795,1.05,D,Very Good,IF,8050
122796,1.05,E,Astor Ideal,IF,20386
122797,1.05,E,Ideal,IF,13715
122798,1.05,E,Ideal,IF,8368
122799,1.05,E,Ideal,IF,11702
122800,1.05,E,Ideal,IF,11656
122801,1.05,E,Ideal,IF,8733
122802,1.05,E,Ideal,IF,8731
122803,1.05,E,Ideal,IF,10942
122804,1.05,E,Very Good,IF,8462
122805,1.05,F,Ideal,IF,10271
122806,1.05,F,Ideal,IF,10159
122807,1.05,F,Ideal,IF,8779
122808,1.05,F,Ideal,IF,8212
122809,1.05,F,Ideal,IF,9925
122810,1.05,F,Ideal,IF,8373
122811,1.05,F,Ideal,IF,10232
122812,1.05,F,Ideal,IF,10428
122813,1.05,F,Ideal,IF,8107
122814,1.05,G,Ideal,IF,8024
122815,1.05,G,Ideal,IF,8287
122816,1.05,G,Ideal,IF,8158
122817,1.05,G,Ideal,IF,8671
122818,1.05,G,Ideal,IF,7494
122819,1.05,G,Very Good,IF,8812
122820,1.05,G,Very Good,IF,7116
122821,1.05,H,Ideal,IF,6940
122822,1.05,H,Ideal,IF,7374
122823,1.05,H,Ideal,IF,7157
122824,1.05,H,Ideal,IF,10844
122825,1.05,I,Ideal,IF,6435
122826,1.05,I,Ideal,IF,9057
122827,1.05,I,Ideal,IF,5920
122828,1.05,I,Ideal,IF,6244
122829,1.05,J,Astor Ideal,IF,6957
122830,1.05,J,Ideal,IF,5463
122831,1.05,D,Ideal,SI1,6596
122832,1.05,D,Ideal,SI1,5937
122833,1.05,D,Ideal,SI1,5827
122834,1.05,D,Ideal,SI1,7409
122835,1.05,D,Ideal,SI1,5662
122836,1.05,D,Ideal,SI1,6432
122837,1.05,D,Ideal,SI1,7342
122838,1.05,D,Ideal,SI1,8014
122839,1.05,D,Ideal,SI1,6140
122840,1.05,D,Ideal,SI1,6635
122841,1.05,D,Ideal,SI1,5681
122842,1.05,E,Astor Ideal,SI1,7341
122843,1.05,E,Ideal,SI1,6323
122844,1.05,E,Ideal,SI1,7055
122845,1.05,E,Ideal,SI1,7212
122846,1.05,E,Ideal,SI1,5661
122847,1.05,E,Ideal,SI1,7223
122848,1.05,E,Ideal,SI1,6771
122849,1.05,E,Ideal,SI1,7361
122850,1.05,E,Ideal,SI1,6446
122851,1.05,E,Ideal,SI1,5897
122852,1.05,E,Very Good,SI1,6178
122853,1.05,E,Very Good,SI1,7037
122854,1.05,F,Astor Ideal,SI1,7718
122855,1.05,F,Ideal,SI1,5359
122856,1.05,F,Ideal,SI1,6463
122857,1.05,F,Ideal,SI1,6568
122858,1.05,F,Ideal,SI1,6251
122859,1.05,F,Ideal,SI1,6446
122860,1.05,F,Ideal,SI1,5716
122861,1.05,F,Ideal,SI1,6853
122862,1.05,F,Ideal,SI1,6387
122863,1.05,F,Ideal,SI1,6715
122864,1.05,F,Ideal,SI1,6622
122865,1.05,F,Ideal,SI1,6902
122866,1.05,F,Ideal,SI1,7234
122867,1.05,F,Ideal,SI1,6425
122868,1.05,F,Ideal,SI1,5050
122869,1.05,F,Ideal,SI1,6276
122870,1.05,F,Very Good,SI1,5960
122871,1.05,G,Ideal,SI1,6687
122872,1.05,G,Ideal,SI1,5722
122873,1.05,G,Ideal,SI1,6509
122874,1.05,G,Ideal,SI1,5672
122875,1.05,G,Ideal,SI1,5281
122876,1.05,G,Ideal,SI1,5855
122877,1.05,G,Ideal,SI1,5993
122878,1.05,G,Ideal,SI1,5310
122879,1.05,G,Ideal,SI1,6313
122880,1.05,G,Ideal,SI1,6465
122881,1.05,G,Ideal,SI1,6268
122882,1.05,G,Ideal,SI1,6276
122883,1.05,G,Ideal,SI1,5363
122884,1.05,G,Ideal,SI1,6276
122885,1.05,G,Ideal,SI1,5067
122886,1.05,G,Ideal,SI1,6276
122887,1.05,G,Ideal,SI1,5406
122888,1.05,G,Ideal,SI1,6455
122889,1.05,G,Ideal,SI1,6330
122890,1.05,G,Ideal,SI1,5855
122891,1.05,G,Ideal,SI1,6220
122892,1.05,G,Ideal,SI1,5177
122893,1.05,G,Ideal,SI1,5873
122894,1.05,G,Very Good,SI1,6048
122895,1.05,H,Ideal,SI1,5633
122896,1.05,H,Ideal,SI1,6137
122897,1.05,H,Ideal,SI1,6343
122898,1.05,H,Ideal,SI1,6096
122899,1.05,H,Ideal,SI1,5650
122900,1.05,H,Ideal,SI1,5767
122901,1.05,H,Ideal,SI1,5850
122902,1.05,H,Ideal,SI1,5910
122903,1.05,H,Ideal,SI1,5520
122904,1.05,H,Ideal,SI1,5215
122905,1.05,H,Ideal,SI1,5114
122906,1.05,H,Very Good,SI1,5985
122907,1.05,H,Very Good,SI1,5323
122908,1.05,I,Astor Ideal,SI1,6105
122909,1.05,I,Ideal,SI1,5314
122910,1.05,I,Ideal,SI1,5548
122911,1.05,I,Ideal,SI1,6286
122912,1.05,I,Ideal,SI1,5279
122913,1.05,I,Ideal,SI1,5481
122914,1.05,I,Ideal,SI1,5784
122915,1.05,I,Ideal,SI1,5097
122916,1.05,I,Ideal,SI1,4905
122917,1.05,I,Very Good,SI1,4698
122918,1.05,J,Ideal,SI1,4608
122919,1.05,J,Ideal,SI1,4412
122920,1.05,J,Ideal,SI1,4247
122921,1.05,J,Ideal,SI1,4969
122922,1.05,J,Ideal,SI1,4464
122923,1.05,J,Very Good,SI1,5500
122924,1.05,J,Ideal,SI1,5287
122925,1.05,K,Ideal,SI1,3556
122926,1.05,K,Ideal,SI1,3630
122927,1.05,K,Ideal,SI1,3742
122928,1.05,K,Ideal,SI1,3828
122929,1.05,D,Ideal,SI2,5385
122930,1.05,D,Ideal,SI2,5498
122931,1.05,D,Very Good,SI2,4749
122932,1.05,E,Ideal,SI2,5679
122933,1.05,E,Ideal,SI2,4992
122934,1.05,E,Ideal,SI2,5261
122935,1.05,E,Ideal,SI2,5073
122936,1.05,E,Ideal,SI2,4879
122937,1.05,E,Ideal,SI2,4931
122938,1.05,E,Very Good,SI2,4521
122939,1.05,E,Very Good,SI2,6403
122940,1.05,F,Ideal,SI2,5935
122941,1.05,F,Ideal,SI2,5833
122942,1.05,F,Ideal,SI2,6093
122943,1.05,F,Ideal,SI2,5261
122944,1.05,F,Ideal,SI2,5209
122945,1.05,F,Ideal,SI2,5171
122946,1.05,F,Ideal,SI2,5576
122947,1.05,G,Ideal,SI2,5202
122948,1.05,G,Ideal,SI2,5564
122949,1.05,G,Ideal,SI2,5375
122950,1.05,G,Ideal,SI2,5684
122951,1.05,G,Ideal,SI2,5146
122952,1.05,G,Ideal,SI2,4653
122953,1.05,G,Ideal,SI2,4491
122954,1.05,G,Ideal,SI2,4775
