,carat,color,cut,clarity,price
13895,0.3,H,Ideal,SI2,358
13896,0.3,H,Ideal,SI2,362
13897,0.3,H,Ideal,SI2,395
13898,0.3,H,Ideal,SI2,392
13899,0.3,H,Ideal,SI2,419
13900,0.3,H,Ideal,SI2,358
13901,0.3,H,Ideal,SI2,374
13902,0.3,H,Ideal,SI2,356
13903,0.3,H,Ideal,SI2,386
13904,0.3,H,Ideal,SI2,355
13905,0.3,H,Ideal,SI2,423
13906,0.3,H,Ideal,SI2,397
13907,0.3,H,Ideal,SI2,378
13908,0.3,H,Ideal,SI2,407
13909,0.3,H,Ideal,SI2,371
13910,0.3,H,Ideal,SI2,389
13911,0.3,H,Ideal,SI2,419
13912,0.3,H,Ideal,SI2,422
13913,0.3,H,Ideal,SI2,399
13914,0.3,H,Ideal,SI2,436
13915,0.3,H,Ideal,SI2,413
13916,0.3,H,Ideal,SI2,376
13917,0.3,H,Ideal,SI2,365
13918,0.3,H,Ideal,SI2,416
13919,0.3,H,Ideal,SI2,400
13920,0.3,H,Ideal,SI2,400
13921,0.3,H,Ideal,SI2,419
13922,0.3,H,Ideal,SI2,420
13923,0.3,H,Ideal,SI2,376
13924,0.3,H,Ideal,SI2,408
13925,0.3,H,Ideal,SI2,395
13926,0.3,H,Ideal,SI2,412
13927,0.3,H,Ideal,SI2,429
13928,0.3,H,Ideal,SI2,369
13929,0.3,H,Ideal,SI2,426
13930,0.3,H,Ideal,SI2,386
13931,0.3,H,Ideal,SI2,416
13932,0.3,H,Ideal,SI2,413
13933,0.3,H,Ideal,SI2,429
13934,0.3,H,Ideal,SI2,429
13935,0.3,H,Ideal,SI2,371
13936,0.3,H,Ideal,SI2,399
13937,0.3,H,Ideal,SI2,372
13938,0.3,H,Ideal,SI2,371
13939,0.3,H,Ideal,SI2,386
13940,0.3,H,Ideal,SI2,384
13941,0.3,H,Ideal,SI2,371
13942,0.3,H,Ideal,SI2,413
13943,0.3,H,Ideal,SI2,416
13944,0.3,H,Ideal,SI2,426
13945,0.3,H,Ideal,SI2,389
13946,0.3,H,Ideal,SI2,429
13947,0.3,H,Ideal,SI2,412
13948,0.3,H,Ideal,SI2,396
13949,0.3,H,Ideal,SI2,376
13950,0.3,H,Ideal,SI2,379
13951,0.3,H,Ideal,SI2,407
13952,0.3,H,Ideal,SI2,419
13953,0.3,H,Ideal,SI2,420
13954,0.3,H,Ideal,SI2,409
13955,0.3,H,Ideal,SI2,367
13956,0.3,H,Ideal,SI2,420
13957,0.3,H,Ideal,SI2,366
13958,0.3,H,Ideal,SI2,412
13959,0.3,H,Ideal,SI2,428
13960,0.3,H,Ideal,SI2,418
13961,0.3,H,Ideal,SI2,400
13962,0.3,H,Ideal,SI2,365
13963,0.3,H,Ideal,SI2,402
13964,0.3,H,Ideal,SI2,363
13965,0.3,H,Ideal,SI2,425
13966,0.3,H,Ideal,SI2,334
13967,0.3,H,Ideal,SI2,394
13968,0.3,H,Ideal,SI2,362
13969,0.3,H,Ideal,SI2,371
13970,0.3,H,Ideal,SI2,368
13971,0.3,H,Ideal,SI2,386
13972,0.3,H,Ideal,SI2,413
13973,0.3,H,Ideal,SI2,366
13974,0.3,H,Ideal,SI2,420
13975,0.3,H,Ideal,SI2,407
13976,0.3,H,Ideal,SI2,419
13977,0.3,H,Ideal,SI2,371
13978,0.3,H,Ideal,SI2,413
13979,0.3,H,Ideal,SI2,394
13980,0.3,H,Ideal,SI2,436
13981,0.3,H,Ideal,SI2,399
13982,0.3,H,Ideal,SI2,402
13983,0.3,H,Ideal,SI2,362
13984,0.3,H,Ideal,SI2,412
13985,0.3,H,Ideal,SI2,376
13986,0.3,H,Ideal,SI2,371
13987,0.3,H,Ideal,SI2,358
13988,0.3,H,Ideal,SI2,371
13989,0.3,H,Ideal,SI2,384
13990,0.3,H,Ideal,SI2,377
13991,0.3,H,Very Good,SI2,469
13992,0.3,H,Very Good,SI2,362
13993,0.3,H,Very Good,SI2,362
13994,0.3,H,Very Good,SI2,341
13995,0.3,H,Very Good,SI2,432
13996,0.3,H,Very Good,SI2,357
13997,0.3,H,Very Good,SI2,412
13998,0.3,H,Very Good,SI2,400
13999,0.3,H,Very Good,SI2,420
14000,0.3,H,Very Good,SI2,420
14001,0.3,H,Very Good,SI2,353
14002,0.3,H,Very Good,SI2,413
14003,0.3,H,Very Good,SI2,427
14004,0.3,H,Very Good,SI2,392
14005,0.3,H,Very Good,SI2,379
14006,0.3,H,Very Good,SI2,420
14007,0.3,H,Very Good,SI2,400
14008,0.3,H,Very Good,SI2,432
14009,0.3,H,Very Good,SI2,373
14010,0.3,H,Very Good,SI2,406
14011,0.3,H,Very Good,SI2,434
14012,0.3,H,Very Good,SI2,393
14013,0.3,H,Very Good,SI2,459
14014,0.3,H,Very Good,SI2,386
14015,0.3,H,Very Good,SI2,427
14016,0.3,H,Very Good,SI2,400
14017,0.3,H,Very Good,SI2,372
14018,0.3,H,Very Good,SI2,453
14019,0.3,H,Very Good,SI2,393
14020,0.3,H,Very Good,SI2,441
14021,0.3,H,Very Good,SI2,354
14022,0.3,H,Very Good,SI2,413
14023,0.3,H,Very Good,SI2,334
14024,0.3,H,Very Good,SI2,426
14025,0.3,H,Very Good,SI2,392
14026,0.3,H,Very Good,SI2,410
14027,0.3,H,Very Good,SI2,357
14028,0.3,H,Very Good,SI2,377
14029,0.3,H,Very Good,SI2,420
14030,0.3,H,Very Good,SI2,414
14031,0.3,H,Very Good,SI2,396
14032,0.3,H,Very Good,SI2,338
14033,0.3,H,Very Good,SI2,396
14034,0.3,H,Very Good,SI2,387
14035,0.3,H,Very Good,SI2,427
14036,0.3,H,Very Good,SI2,405
14037,0.3,H,Very Good,SI2,405
14038,0.3,H,Very Good,SI2,431
14039,0.3,H,Very Good,SI2,418
14040,0.3,H,Very Good,SI2,371
14041,0.3,H,Very Good,SI2,410
14042,0.3,H,Very Good,SI2,431
14043,0.3,H,Very Good,SI2,391
14044,0.3,H,Very Good,SI2,401
14045,0.3,H,Very Good,SI2,404
14046,0.3,H,Very Good,SI2,367
14047,0.3,H,Very Good,SI2,371
14048,0.3,H,Very Good,SI2,409
14049,0.3,H,Very Good,SI2,383
14050,0.3,H,Very Good,SI2,399
14051,0.3,H,Very Good,SI2,406
14052,0.3,H,Very Good,SI2,397
14053,0.3,H,Very Good,SI2,406
14054,0.3,H,Very Good,SI2,371
14055,0.3,H,Very Good,SI2,392
14056,0.3,H,Very Good,SI2,414
14057,0.3,H,Very Good,SI2,412
14058,0.3,H,Very Good,SI2,392
14059,0.3,H,Very Good,SI2,385
14060,0.3,H,Very Good,SI2,394
14061,0.3,H,Very Good,SI2,406
14062,0.3,H,Very Good,SI2,412
14063,0.3,H,Very Good,SI2,405
14064,0.3,H,Very Good,SI2,404
14065,0.3,H,Very Good,SI2,369
14066,0.3,H,Very Good,SI2,400
14067,0.3,H,Very Good,SI2,376
14068,0.3,H,Very Good,SI2,356
14069,0.3,H,Very Good,SI2,431
14070,0.3,H,Very Good,SI2,407
14071,0.3,H,Very Good,SI2,399
14072,0.3,H,Very Good,SI2,386
14073,0.3,H,Very Good,SI2,394
14074,0.3,H,Very Good,SI2,390
14075,0.3,H,Very Good,SI2,369
14076,0.3,H,Very Good,SI2,405
14077,0.3,H,Very Good,SI2,370
14078,0.3,H,Very Good,SI2,356
14079,0.3,H,Very Good,SI2,412
14080,0.3,H,Very Good,SI2,406
14081,0.3,H,Very Good,SI2,370
14082,0.3,H,Very Good,SI2,431
14083,0.3,H,Ideal,SI2,355
14084,0.3,H,Ideal,SI2,437
14085,0.3,I,Good,SI2,369
14086,0.3,I,Good,SI2,386
14087,0.3,I,Good,SI2,351
14088,0.3,I,Good,SI2,332
14089,0.3,I,Good,SI2,349
14090,0.3,I,Good,SI2,402
14091,0.3,I,Good,SI2,362
14092,0.3,I,Ideal,SI2,344
14093,0.3,I,Ideal,SI2,434
14094,0.3,I,Ideal,SI2,413
14095,0.3,I,Ideal,SI2,363
14096,0.3,I,Ideal,SI2,357
14097,0.3,I,Ideal,SI2,382
14098,0.3,I,Ideal,SI2,460
14099,0.3,I,Ideal,SI2,394
14100,0.3,I,Ideal,SI2,400
14101,0.3,I,Ideal,SI2,465
14102,0.3,I,Ideal,SI2,372
14103,0.3,I,Ideal,SI2,327
14104,0.3,I,Ideal,SI2,355
14105,0.3,I,Ideal,SI2,374
14106,0.3,I,Ideal,SI2,415
14107,0.3,I,Ideal,SI2,372
14108,0.3,I,Ideal,SI2,430
14109,0.3,I,Ideal,SI2,372
14110,0.3,I,Ideal,SI2,343
14111,0.3,I,Ideal,SI2,346
14112,0.3,I,Ideal,SI2,395
14113,0.3,I,Ideal,SI2,350
14114,0.3,I,Ideal,SI2,424
14115,0.3,I,Ideal,SI2,380
14116,0.3,I,Ideal,SI2,345
14117,0.3,I,Ideal,SI2,377
14118,0.3,I,Ideal,SI2,388
14119,0.3,I,Ideal,SI2,355
14120,0.3,I,Ideal,SI2,357
14121,0.3,I,Ideal,SI2,368
14122,0.3,I,Ideal,SI2,361
14123,0.3,I,Ideal,SI2,355
14124,0.3,I,Ideal,SI2,316
14125,0.3,I,Ideal,SI2,362
14126,0.3,I,Ideal,SI2,357
14127,0.3,I,Ideal,SI2,363
14128,0.3,I,Ideal,SI2,317
14129,0.3,I,Ideal,SI2,357
14130,0.3,I,Ideal,SI2,405
14131,0.3,I,Ideal,SI2,359
14132,0.3,I,Ideal,SI2,361
14133,0.3,I,Ideal,SI2,390
14134,0.3,I,Ideal,SI2,414
14135,0.3,I,Ideal,SI2,348
14136,0.3,I,Ideal,SI2,330
14137,0.3,I,Ideal,SI2,336
14138,0.3,I,Ideal,SI2,394
14139,0.3,I,Ideal,SI2,394
14140,0.3,I,Ideal,SI2,380
14141,0.3,I,Ideal,SI2,381
14142,0.3,I,Ideal,SI2,401
14143,0.3,I,Ideal,SI2,393
14144,0.3,I,Ideal,SI2,401
14145,0.3,I,Ideal,SI2,336
14146,0.3,I,Ideal,SI2,408
14147,0.3,I,Ideal,SI2,383
14148,0.3,I,Ideal,SI2,344
14149,0.3,I,Ideal,SI2,329
14150,0.3,I,Ideal,SI2,378
14151,0.3,I,Ideal,SI2,388
14152,0.3,I,Ideal,SI2,348
14153,0.3,I,Ideal,SI2,362
14154,0.3,I,Ideal,SI2,350
14155,0.3,I,Ideal,SI2,341
14156,0.3,I,Ideal,SI2,345
14157,0.3,I,Ideal,SI2,338
14158,0.3,I,Ideal,SI2,399
14159,0.3,I,Ideal,SI2,363
14160,0.3,I,Ideal,SI2,362
14161,0.3,I,Ideal,SI2,341
14162,0.3,I,Ideal,SI2,389
14163,0.3,I,Ideal,SI2,329
14164,0.3,I,Ideal,SI2,382
14165,0.3,I,Ideal,SI2,338
14166,0.3,I,Ideal,SI2,344
14167,0.3,I,Ideal,SI2,366
14168,0.3,I,Ideal,SI2,344
14169,0.3,I,Ideal,SI2,369
14170,0.3,I,Ideal,SI2,411
14171,0.3,I,Ideal,SI2,368
14172,0.3,I,Ideal,SI2,329
14173,0.3,I,Ideal,SI2,340
14174,0.3,I,Ideal,SI2,392
14175,0.3,I,Ideal,SI2,384
14176,0.3,I,Ideal,SI2,353
14177,0.3,I,Ideal,SI2,345
14178,0.3,I,Ideal,SI2,370
14179,0.3,I,Ideal,SI2,362
14180,0.3,I,Ideal,SI2,368
14181,0.3,I,Ideal,SI2,386
14182,0.3,I,Ideal,SI2,368
14183,0.3,I,Ideal,SI2,356
14184,0.3,I,Ideal,SI2,345
14185,0.3,I,Ideal,SI2,359
14186,0.3,I,Ideal,SI2,375
14187,0.3,I,Ideal,SI2,357
14188,0.3,I,Ideal,SI2,359
14189,0.3,I,Ideal,SI2,369
14190,0.3,I,Ideal,SI2,375
14191,0.3,I,Ideal,SI2,360
14192,0.3,I,Ideal,SI2,389
14193,0.3,I,Ideal,SI2,358
14194,0.3,I,Ideal,SI2,376
14195,0.3,I,Ideal,SI2,357
14196,0.3,I,Ideal,SI2,350
14197,0.3,I,Ideal,SI2,392
14198,0.3,I,Ideal,SI2,346
14199,0.3,I,Ideal,SI2,388
14200,0.3,I,Ideal,SI2,383
14201,0.3,I,Ideal,SI2,357
14202,0.3,I,Ideal,SI2,344
14203,0.3,I,Ideal,SI2,345
14204,0.3,I,Ideal,SI2,347
14205,0.3,I,Ideal,SI2,356
14206,0.3,I,Ideal,SI2,377
14207,0.3,I,Ideal,SI2,329
14208,0.3,I,Ideal,SI2,370
14209,0.3,I,Ideal,SI2,374
14210,0.3,I,Ideal,SI2,379
14211,0.3,I,Ideal,SI2,344
14212,0.3,I,Ideal,SI2,380
14213,0.3,I,Ideal,SI2,388
14214,0.3,I,Ideal,SI2,332
14215,0.3,I,Ideal,SI2,374
14216,0.3,I,Ideal,SI2,366
14217,0.3,I,Ideal,SI2,383
14218,0.3,I,Ideal,SI2,353
14219,0.3,I,Ideal,SI2,371
14220,0.3,I,Ideal,SI2,332
14221,0.3,I,Ideal,SI2,359
14222,0.3,I,Ideal,SI2,379
14223,0.3,I,Ideal,SI2,380
14224,0.3,I,Ideal,SI2,338
14225,0.3,I,Ideal,SI2,357
14226,0.3,I,Ideal,SI2,378
14227,0.3,I,Ideal,SI2,338
14228,0.3,I,Ideal,SI2,392
14229,0.3,I,Ideal,SI2,389
14230,0.3,I,Ideal,SI2,342
14231,0.3,I,Ideal,SI2,347
14232,0.3,I,Ideal,SI2,368
14233,0.3,I,Ideal,SI2,383
14234,0.3,I,Ideal,SI2,382
14235,0.3,I,Ideal,SI2,361
14236,0.3,I,Ideal,SI2,354
14237,0.3,I,Ideal,SI2,333
14238,0.3,I,Ideal,SI2,351
14239,0.3,I,Ideal,SI2,372
14240,0.3,I,Ideal,SI2,369
14241,0.3,I,Ideal,SI2,336
14242,0.3,I,Ideal,SI2,360
14243,0.3,I,Ideal,SI2,351
14244,0.3,I,Ideal,SI2,375
14245,0.3,I,Ideal,SI2,347
14246,0.3,I,Ideal,SI2,363
14247,0.3,I,Ideal,SI2,382
14248,0.3,I,Ideal,SI2,382
14249,0.3,I,Ideal,SI2,347
14250,0.3,I,Ideal,SI2,344
14251,0.3,I,Ideal,SI2,386
14252,0.3,I,Ideal,SI2,382
14253,0.3,I,Ideal,SI2,344
14254,0.3,I,Ideal,SI2,388
14255,0.3,I,Ideal,SI2,353
14256,0.3,I,Ideal,SI2,359
14257,0.3,I,Ideal,SI2,356
14258,0.3,I,Ideal,SI2,356
14259,0.3,I,Ideal,SI2,359
14260,0.3,I,Ideal,SI2,393
14261,0.3,I,Ideal,SI2,359
14262,0.3,I,Ideal,SI2,382
14263,0.3,I,Ideal,SI2,343
14264,0.3,I,Ideal,SI2,396
14265,0.3,I,Ideal,SI2,399
14266,0.3,I,Ideal,SI2,329
14267,0.3,I,Ideal,SI2,347
14268,0.3,I,Ideal,SI2,364
14269,0.3,I,Ideal,SI2,372
14270,0.3,I,Ideal,SI2,356
14271,0.3,I,Ideal,SI2,388
14272,0.3,I,Ideal,SI2,386
14273,0.3,I,Ideal,SI2,372
14274,0.3,I,Ideal,SI2,356
14275,0.3,I,Ideal,SI2,365
14276,0.3,I,Ideal,SI2,335
14277,0.3,I,Ideal,SI2,344
14278,0.3,I,Ideal,SI2,356
14279,0.3,I,Ideal,SI2,376
14280,0.3,I,Ideal,SI2,333
14281,0.3,I,Ideal,SI2,380
14282,0.3,I,Ideal,SI2,386
14283,0.3,I,Ideal,SI2,371
14284,0.3,I,Ideal,SI2,361
14285,0.3,I,Ideal,SI2,343
14286,0.3,I,Ideal,SI2,357
14287,0.3,I,Ideal,SI2,389
14288,0.3,I,Ideal,SI2,341
14289,0.3,I,Ideal,SI2,379
14290,0.3,I,Ideal,SI2,332
14291,0.3,I,Ideal,SI2,360
14292,0.3,I,Ideal,SI2,387
14293,0.3,I,Ideal,SI2,362
14294,0.3,I,Ideal,SI2,374
14295,0.3,I,Ideal,SI2,351
14296,0.3,I,Ideal,SI2,347
14297,0.3,I,Ideal,SI2,383
14298,0.3,I,Ideal,SI2,360
14299,0.3,I,Ideal,SI2,357
14300,0.3,I,Ideal,SI2,330
14301,0.3,I,Ideal,SI2,375
14302,0.3,I,Ideal,SI2,351
14303,0.3,I,Ideal,SI2,363
14304,0.3,I,Ideal,SI2,377
14305,0.3,I,Ideal,SI2,354
14306,0.3,I,Ideal,SI2,357
14307,0.3,I,Ideal,SI2,390
14308,0.3,I,Ideal,SI2,395
14309,0.3,I,Ideal,SI2,377
14310,0.3,I,Ideal,SI2,377
14311,0.3,I,Ideal,SI2,349
14312,0.3,I,Ideal,SI2,338
14313,0.3,I,Ideal,SI2,392
14314,0.3,I,Ideal,SI2,344
14315,0.3,I,Ideal,SI2,348
14316,0.3,I,Ideal,SI2,341
14317,0.3,I,Ideal,SI2,353
14318,0.3,I,Ideal,SI2,332
14319,0.3,I,Ideal,SI2,351
14320,0.3,I,Ideal,SI2,384
14321,0.3,I,Ideal,SI2,360
14322,0.3,I,Ideal,SI2,341
14323,0.3,I,Ideal,SI2,335
14324,0.3,I,Ideal,SI2,372
14325,0.3,I,Ideal,SI2,380
14326,0.3,I,Ideal,SI2,362
14327,0.3,I,Ideal,SI2,377
14328,0.3,I,Ideal,SI2,356
14329,0.3,I,Ideal,SI2,353
14330,0.3,I,Ideal,SI2,341
14331,0.3,I,Ideal,SI2,377
14332,0.3,I,Ideal,SI2,397
14333,0.3,I,Ideal,SI2,357
14334,0.3,I,Ideal,SI2,392
14335,0.3,I,Ideal,SI2,362
14336,0.3,I,Ideal,SI2,360
14337,0.3,I,Ideal,SI2,335
14338,0.3,I,Ideal,SI2,344
14339,0.3,I,Ideal,SI2,369
14340,0.3,I,Ideal,SI2,342
14341,0.3,I,Ideal,SI2,345
14342,0.3,I,Ideal,SI2,372
14343,0.3,I,Ideal,SI2,369
14344,0.3,I,Ideal,SI2,348
14345,0.3,I,Ideal,SI2,339
14346,0.3,I,Ideal,SI2,374
14347,0.3,I,Ideal,SI2,365
14348,0.3,I,Ideal,SI2,397
14349,0.3,I,Ideal,SI2,360
14350,0.3,I,Ideal,SI2,365
14351,0.3,I,Ideal,SI2,386
14352,0.3,I,Ideal,SI2,393
14353,0.3,I,Ideal,SI2,376
14354,0.3,I,Ideal,SI2,362
14355,0.3,I,Ideal,SI2,379
14356,0.3,I,Ideal,SI2,341
14357,0.3,I,Ideal,SI2,353
14358,0.3,I,Ideal,SI2,351
14359,0.3,I,Ideal,SI2,362
14360,0.3,I,Ideal,SI2,389
14361,0.3,I,Ideal,SI2,344
14362,0.3,I,Ideal,SI2,360
14363,0.3,I,Ideal,SI2,366
14364,0.3,I,Ideal,SI2,338
14365,0.3,I,Ideal,SI2,366
14366,0.3,I,Ideal,SI2,366
14367,0.3,I,Ideal,SI2,365
14368,0.3,I,Ideal,SI2,395
14369,0.3,I,Ideal,SI2,360
14370,0.3,I,Ideal,SI2,351
14371,0.3,I,Ideal,SI2,344
14372,0.3,I,Ideal,SI2,326
14373,0.3,I,Ideal,SI2,345
14374,0.3,I,Ideal,SI2,358
14375,0.3,I,Ideal,SI2,351
14376,0.3,I,Ideal,SI2,392
14377,0.3,I,Ideal,SI2,395
14378,0.3,I,Ideal,SI2,387
14379,0.3,I,Ideal,SI2,335
14380,0.3,I,Ideal,SI2,338
14381,0.3,I,Ideal,SI2,362
14382,0.3,I,Ideal,SI2,383
14383,0.3,I,Ideal,SI2,344
14384,0.3,I,Ideal,SI2,356
14385,0.3,I,Ideal,SI2,386
14386,0.3,I,Ideal,SI2,343
14387,0.3,I,Ideal,SI2,386
14388,0.3,I,Ideal,SI2,346
14389,0.3,I,Ideal,SI2,333
14390,0.3,I,Ideal,SI2,388
14391,0.3,I,Ideal,SI2,385
14392,0.3,I,Ideal,SI2,360
14393,0.3,I,Ideal,SI2,341
14394,0.3,I,Ideal,SI2,356
14395,0.3,I,Ideal,SI2,395
14396,0.3,I,Ideal,SI2,351
14397,0.3,I,Ideal,SI2,344
14398,0.3,I,Ideal,SI2,362
14399,0.3,I,Ideal,SI2,397
14400,0.3,I,Ideal,SI2,351
14401,0.3,I,Ideal,SI2,369
14402,0.3,I,Ideal,SI2,356
14403,0.3,I,Ideal,SI2,342
14404,0.3,I,Ideal,SI2,356
14405,0.3,I,Ideal,SI2,371
14406,0.3,I,Ideal,SI2,363
14407,0.3,I,Ideal,SI2,400
14408,0.3,I,Ideal,SI2,388
14409,0.3,I,Ideal,SI2,344
14410,0.3,I,Ideal,SI2,357
14411,0.3,I,Ideal,SI2,384
14412,0.3,I,Ideal,SI2,338
14413,0.3,I,Ideal,SI2,395
14414,0.3,I,Ideal,SI2,344
14415,0.3,I,Ideal,SI2,388
14416,0.3,I,Ideal,SI2,387
14417,0.3,I,Ideal,SI2,393
14418,0.3,I,Ideal,SI2,346
14419,0.3,I,Ideal,SI2,369
14420,0.3,I,Ideal,SI2,372
14421,0.3,I,Ideal,SI2,351
14422,0.3,I,Ideal,SI2,353
14423,0.3,I,Ideal,SI2,357
14424,0.3,I,Ideal,SI2,354
14425,0.3,I,Ideal,SI2,350
14426,0.3,I,Ideal,SI2,391
14427,0.3,I,Ideal,SI2,341
14428,0.3,I,Ideal,SI2,383
14429,0.3,I,Ideal,SI2,341
14430,0.3,I,Ideal,SI2,348
14431,0.3,I,Ideal,SI2,383
14432,0.3,I,Ideal,SI2,386
14433,0.3,I,Ideal,SI2,347
14434,0.3,I,Ideal,SI2,370
14435,0.3,I,Ideal,SI2,403
14436,0.3,I,Ideal,SI2,375
14437,0.3,I,Ideal,SI2,357
14438,0.3,I,Ideal,SI2,359
14439,0.3,I,Ideal,SI2,377
14440,0.3,I,Ideal,SI2,380
14441,0.3,I,Ideal,SI2,345
14442,0.3,I,Ideal,SI2,386
14443,0.3,I,Ideal,SI2,365
14444,0.3,I,Ideal,SI2,333
14445,0.3,I,Ideal,SI2,354
14446,0.3,I,Ideal,SI2,360
14447,0.3,I,Ideal,SI2,361
14448,0.3,I,Ideal,SI2,365
14449,0.3,I,Ideal,SI2,347
14450,0.3,I,Ideal,SI2,335
14451,0.3,I,Ideal,SI2,372
14452,0.3,I,Ideal,SI2,376
14453,0.3,I,Ideal,SI2,374
14454,0.3,I,Ideal,SI2,332
14455,0.3,I,Ideal,SI2,345
14456,0.3,I,Ideal,SI2,397
14457,0.3,I,Ideal,SI2,375
14458,0.3,I,Ideal,SI2,387
14459,0.3,I,Ideal,SI2,357
14460,0.3,I,Ideal,SI2,354
14461,0.3,I,Ideal,SI2,386
14462,0.3,I,Ideal,SI2,388
14463,0.3,I,Ideal,SI2,380
14464,0.3,I,Ideal,SI2,386
14465,0.3,I,Ideal,SI2,362
14466,0.3,I,Ideal,SI2,368
14467,0.3,I,Ideal,SI2,365
14468,0.3,I,Ideal,SI2,377
14469,0.3,I,Ideal,SI2,389
14470,0.3,I,Ideal,SI2,386
14471,0.3,I,Ideal,SI2,372
14472,0.3,I,Ideal,SI2,344
14473,0.3,I,Ideal,SI2,381
14474,0.3,I,Ideal,SI2,357
14475,0.3,I,Ideal,SI2,383
14476,0.3,I,Ideal,SI2,369
14477,0.3,I,Ideal,SI2,380
14478,0.3,I,Ideal,SI2,360
14479,0.3,I,Ideal,SI2,369
14480,0.3,I,Very Good,SI2,447
14481,0.3,I,Very Good,SI2,352
14482,0.3,I,Very Good,SI2,399
14483,0.3,I,Very Good,SI2,332
14484,0.3,I,Very Good,SI2,367
14485,0.3,I,Very Good,SI2,365
14486,0.3,I,Very Good,SI2,353
14487,0.3,I,Very Good,SI2,393
14488,0.3,I,Very Good,SI2,313
14489,0.3,I,Very Good,SI2,355
14490,0.3,I,Very Good,SI2,373
14491,0.3,I,Very Good,SI2,362
14492,0.3,I,Very Good,SI2,352
14493,0.3,I,Very Good,SI2,401
14494,0.3,I,Very Good,SI2,432
14495,0.3,I,Very Good,SI2,355
14496,0.3,I,Very Good,SI2,355
14497,0.3,I,Very Good,SI2,407
14498,0.3,I,Very Good,SI2,410
14499,0.3,I,Very Good,SI2,367
14500,0.3,I,Very Good,SI2,405
14501,0.3,I,Very Good,SI2,361
14502,0.3,I,Very Good,SI2,342
14503,0.3,I,Very Good,SI2,373
14504,0.3,I,Very Good,SI2,413
14505,0.3,I,Very Good,SI2,343
14506,0.3,I,Very Good,SI2,350
14507,0.3,I,Very Good,SI2,355
14508,0.3,I,Very Good,SI2,343
14509,0.3,I,Very Good,SI2,347
14510,0.3,I,Very Good,SI2,344
14511,0.3,I,Very Good,SI2,336
14512,0.3,I,Very Good,SI2,356
14513,0.3,I,Very Good,SI2,368
14514,0.3,I,Very Good,SI2,380
14515,0.3,I,Very Good,SI2,356
14516,0.3,I,Very Good,SI2,390
14517,0.3,I,Very Good,SI2,340
14518,0.3,I,Very Good,SI2,359
14519,0.3,I,Very Good,SI2,347
14520,0.3,I,Very Good,SI2,359
14521,0.3,I,Very Good,SI2,361
14522,0.3,I,Very Good,SI2,366
14523,0.3,I,Very Good,SI2,326
14524,0.3,I,Very Good,SI2,323
14525,0.3,I,Very Good,SI2,381
14526,0.3,I,Very Good,SI2,375
14527,0.3,I,Very Good,SI2,356
14528,0.3,I,Very Good,SI2,362
14529,0.3,I,Very Good,SI2,346
14530,0.3,I,Very Good,SI2,329
14531,0.3,I,Very Good,SI2,352
14532,0.3,I,Very Good,SI2,365
14533,0.3,I,Very Good,SI2,380
14534,0.3,I,Very Good,SI2,349
14535,0.3,I,Very Good,SI2,353
14536,0.3,I,Very Good,SI2,343
14537,0.3,I,Very Good,SI2,359
14538,0.3,I,Very Good,SI2,338
14539,0.3,I,Very Good,SI2,340
14540,0.3,I,Very Good,SI2,374
14541,0.3,I,Very Good,SI2,368
14542,0.3,I,Very Good,SI2,399
14543,0.3,I,Very Good,SI2,344
14544,0.3,I,Very Good,SI2,333
14545,0.3,I,Very Good,SI2,365
14546,0.3,I,Very Good,SI2,369
14547,0.3,I,Very Good,SI2,355
14548,0.3,I,Very Good,SI2,378
14549,0.3,I,Very Good,SI2,385
14550,0.3,I,Very Good,SI2,347
14551,0.3,I,Very Good,SI2,390
14552,0.3,I,Very Good,SI2,371
14553,0.3,I,Very Good,SI2,374
14554,0.3,I,Very Good,SI2,353
14555,0.3,I,Very Good,SI2,347
14556,0.3,I,Very Good,SI2,352
14557,0.3,I,Very Good,SI2,378
14558,0.3,I,Very Good,SI2,380
14559,0.3,I,Very Good,SI2,381
14560,0.3,I,Very Good,SI2,355
14561,0.3,I,Very Good,SI2,380
14562,0.3,I,Very Good,SI2,344
14563,0.3,I,Very Good,SI2,381
14564,0.3,I,Very Good,SI2,361
14565,0.3,I,Very Good,SI2,378
14566,0.3,I,Very Good,SI2,384
14567,0.3,I,Very Good,SI2,365
14568,0.3,I,Very Good,SI2,362
14569,0.3,I,Very Good,SI2,378
14570,0.3,I,Very Good,SI2,338
14571,0.3,I,Very Good,SI2,338
14572,0.3,I,Very Good,SI2,359
14573,0.3,I,Very Good,SI2,344
14574,0.3,I,Very Good,SI2,378
14575,0.3,I,Very Good,SI2,330
14576,0.3,I,Very Good,SI2,368
14577,0.3,I,Very Good,SI2,358
14578,0.3,I,Very Good,SI2,368
14579,0.3,I,Good,SI2,355
14580,0.3,I,Good,SI2,313
14581,0.3,I,Ideal,SI2,372
14582,0.3,I,Ideal,SI2,355
14583,0.3,I,Ideal,SI2,352
14584,0.3,I,Ideal,SI2,338
14585,0.3,I,Ideal,SI2,379
14586,0.3,I,Ideal,SI2,344
14587,0.3,I,Very Good,SI2,355
14588,0.3,I,Very Good,SI2,380
14589,0.3,I,Very Good,SI2,371
14590,0.3,I,Very Good,SI2,384
14591,0.3,J,Good,SI2,320
14592,0.3,J,Good,SI2,343
14593,0.3,J,Good,SI2,413
14594,0.3,J,Ideal,SI2,460
