detailsPageUrl,carat,date,dateSet,price,pricePerCarat,skus,id,shapeCode,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,hasVisualization,visualizationImageUrl,v360BaseUrl,measurements,willArriveForHoliday,imageUrl,sellingIndex
./diamond-details/LD12752803,['0.30'],['Sep 26'],['Sep 27'],279,['$930'],['LD12752803'],LD12752803,['RD'],['Round'],['SI2'],['K'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['64.8'],['Faint'],['1.01'],['Very Good'],['Very Good'],['57.0'],[False],,,"[{'label': '4.18 x 4.15 x 2.70 mm', 'labelSmall': '4.18 x 4.15 x 2.70'}]",False,,0.7526548
./diamond-details/LD12882152,['0.30'],['Sep 26'],['Sep 27'],281,['$937'],['LD12882152'],LD12882152,['RD'],['Round'],['SI2'],['E'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['62.9'],['None'],['1.01'],['Excellent'],['Very Good'],['57.0'],[False],,,"[{'label': '4.28 x 4.24 x 2.68 mm', 'labelSmall': '4.28 x 4.24 x 2.68'}]",False,,0.706257
./diamond-details/LD12465199,['0.33'],['Sep 26'],['Sep 27'],301,['$912'],['LD12465199'],LD12465199,['RD'],['Round'],['VS2'],['K'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['61.9'],['None'],['1.00'],['Excellent'],['Excellent'],['60.0'],[False],,,"[{'label': '4.44 x 4.43 x 2.75 mm', 'labelSmall': '4.44 x 4.43 x 2.75'}]",False,,0.473419
./diamond-details/LD12734396,['0.30'],['Sep 27'],['Sep 30'],302,"['$1,007']",['LD12734396'],LD12734396,['RD'],['Round'],['SI1'],['K'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['62.6'],['Faint'],['1.01'],['Excellent'],['Very Good'],['56.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7326855370/still_230x230.jpg,https://bluenile.v360.in/3/imaged/gia-7326855370/1/,"[{'label': '4.19 x 4.22 x 2.63 mm', 'labelSmall': '4.19 x 4.22 x 2.63'}]",False,,0.7634433
./diamond-details/LD12734398,['0.30'],['Sep 27'],['Sep 30'],302,"['$1,007']",['LD12734398'],LD12734398,['RD'],['Round'],['SI1'],['K'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['63.2'],['Strong'],['1.01'],['Excellent'],['Excellent'],['56.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3325893514/still_230x230.jpg,https://bluenile.v360.in/3/imaged/gia-3325893514/1/,"[{'label': '4.24 x 4.27 x 2.69 mm', 'labelSmall': '4.24 x 4.27 x 2.69'}]",False,,0.7553266
./diamond-details/LD12478091,['0.30'],['Sep 26'],['Sep 27'],303,"['$1,010']",['LD12478091'],LD12478091,['RD'],['Round'],['VS1'],['K'],['None'],"[{'label': 'Very Good', 'labelSmall': 'Very Good'}]",['61.2'],['None'],['1.01'],['Excellent'],['Very Good'],['63.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6204156096/still_230x230.jpg,https://bluenile.v360.in/41/imaged/gia-6204156096/1/,"[{'label': '4.24 x 4.28 x 2.61 mm', 'labelSmall': '4.24 x 4.28 x 2.61'}]",False,,0.70502347
./diamond-details/LD12616214,['0.23'],['Sep 26'],['Sep 27'],303,"['$1,317']",['LD12616214'],LD12616214,['RD'],['Round'],['SI1'],['F'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['62.4'],['None'],['1.01'],['Excellent'],['Very Good'],['55.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-7338059393/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-7338059393/1/,"[{'label': '3.90 x 3.92 x 2.44 mm', 'labelSmall': '3.90 x 3.92 x 2.44'}]",False,,0.8412675
./diamond-details/LD10176592,['0.24'],['Sep 26'],['Sep 27'],304,"['$1,267']",['LD10176592'],LD10176592,['RD'],['Round'],['SI2'],['E'],['None'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['65.1'],['None'],['1.01'],['Very Good'],['Very Good'],['57.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-6285552108/still_230x230.jpg,https://bluenile.v360.in/2/imaged/gia-6285552108/1/,"[{'label': '3.82 x 3.85 x 2.50 mm', 'labelSmall': '3.82 x 3.85 x 2.50'}]",False,,0.8593723
./diamond-details/LD11590597,['0.30'],['Sep 26'],['Sep 27'],304,"['$1,013']",['LD11590597'],LD11590597,['RD'],['Round'],['SI2'],['J'],['None'],"[{'label': 'Ideal', 'labelSmall': 'Ideal'}]",['61.2'],['Strong'],['1.01'],['Excellent'],['Excellent'],['57.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-2294596889/still_230x230.jpg,https://bluenile.v360.in/50/imaged/gia-2294596889/1/,"[{'label': '4.33 x 4.36 x 2.66 mm', 'labelSmall': '4.33 x 4.36 x 2.66'}]",False,,0.74190855
./diamond-details/LD12734474,['0.30'],['Sep 27'],['Sep 30'],305,"['$1,017']",['LD12734474'],LD12734474,['RD'],['Round'],['SI2'],['K'],['Very Small'],"[{'label': 'Good', 'labelSmall': 'Good'}]",['59.8'],['None'],['1.01'],['Very Good'],['Good'],['61.0'],[True],https://bnsec.bluenile.com/bnsecure/diamondvis/gia-3325962271/still_230x230.jpg,https://bluenile.v360.in/3/imaged/gia-3325962271/1/,"[{'label': '4.26 x 4.30 x 2.56 mm', 'labelSmall': '4.26 x 4.30 x 2.56'}]",False,,0.73384434
